"Name";"Constituency";"Minister";"Attendance";"Debates";"Questions";"Private Member Bills";"State";"Party";"Nature of membership";"Start of Term";"End of Term";"No. of Term";"Age";"Gender";"Education";"Comment";"Lok Sabha";"Debates (Ls - Matters Under (Rule-377))";"Debates (Special Mention)";"Debates (Government Bills)";"Debates (Motion Of Thanks On The President'S Address)";"Debates (Private Members' Bills)";"Debates (Ls - Short Duration Discussions (Rule-193))";"Debates (Budget (General))";"Debates (Motion Of Thanks On The President�S Address)";"Questions (Development Of North Eastern Region)";"Questions (Law And Justice)";"Questions (Health And Family Welfare)";"Questions (Minority Affairs)";"Questions (Textiles)";"Questions (Railways)";"Questions (Home Affairs)";"Questions (Environment, Forest And Climate Change)";"Questions (Tourism)";"Questions (Culture)";"Questions (Ayush)";"Questions (Ports, Shipping And Waterways)";"Questions (Jal Shakti)";"Questions (Communications)";"Questions (Planning)";"Questions (Agriculture And Farmers Welfare)";"Questions (Finance)";"Questions (Prime Minister)";"Questions (Women And Child Development)";"Questions (Road Transport And Highways)";"Questions (Social Justice And Empowerment)";"Questions (Coal)";"Questions (Parliamentary Affairs)";"Questions (Tribal Affairs)";"Questions (Education)";"Questions (External Affairs)";"Questions (Civil Aviation)";"Questions (Commerce And Industry)";"Questions (Statistics And Programme Implementation)";"Questions (Power)";"Questions (Labour And Employment)";"Questions (Steel)";"Questions (Defence)";"Questions (Consumer Affairs, Food And Public Distribution)";"Questions (Electronics And Information Technology)";"Questions (Rural Development)";"Questions (Panchayati Raj)";"Questions (Information And Broadcasting)";"Questions (Youth Affairs And Sports)";"Questions (Corporate Affairs)";"Questions (Heavy Industries And Public Enterprises)";"Questions (Housing And Urban Affairs)";"Questions (Petroleum And Natural Gas)";"Questions (Skill Development And Entrepreneurship)";"Questions (Micro, Small And Medium Enterprises)";"Questions (Human Resource Development)";"Questions (Shipping)";"Questions (Earth Sciences)";"Questions (Food Processing Industries)";"Questions (Mines)";"Questions (Cooperation)";"Questions (Chemicals And Fertilizers)";"Questions (Fisheries, Animal Husbandry And Dairying)";"Questions (New And Renewable Energy)";"Questions (Science And Technology)";"Questions (Statiscs And Programme Implementation)";"Debates (Others)";"Debates (Discussion)";"Debates (Private Members' Resolutions)";"Debates (Submissions By Members)";"Debates (Statement By Minister)";"Debates (Clarification On The Statement By Minister)";"Debates (Felicitations)";"Questions (Consumer Affairs)";"Questions (Micro)";"Debates (Ls - Half-An-Hour Discussions (Rule-55))";"Questions (Atomic Energy)";"Questions (Heavy Industries)";"Questions (Space)";"Questions (Personnel, Public Grievances And Pensions)"
"Pradyut Bordoloi";"Nawgong";"No";"82.07%";"31";"256";"3";"Assam";"Indian National Congress";"Elected";"23-05-2019";"In Office";"First Term";"64";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"5";"12";"6";"0";"0";"2";"5";"0";"5";"5";"27";"3";"6";"5";"17";"18";"1";"0";"0";"1";"10";"4";"0";"12";"12";"2";"3";"4";"4";"3";"0";"5";"8";"4";"1";"9";"4";"7";"11";"1";"1";"6";"9";"7";"0";"1";"5";"0";"5";"5";"9";"2";"3";"0";"1";"2";"0";"1";"0";"2";"0";"3";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Prahlad Singh Patel";"Damoh";"Yes";"";"0";"0";"0";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"07-12-2023";"Fifth Term";"63";"Male";"Post Graduate";"This MP was a minister till 7 Dec 2024. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Prajwal Revanna";"Hassan";"No";"58.33%";"2";"89";"0";"Karnataka";"Janata Dal (Secular)";"Elected";"23-05-2019";"In Office";"First Term";"33";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"7";"2";"3";"8";"0";"11";"2";"2";"2";"0";"14";"1";"0";"2";"9";"0";"2";"7";"3";"0";"0";"0";"0";"0";"1";"4";"0";"0";"1";"0";"1";"1";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pralhad Venkatesh Joshi";"Dharwad";"Yes";"";"0";"0";"0";"Karnataka";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Fourth Term";"61";"Male";"Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pramila Bisoyi";"Aska";"No";"73.00%";"8";"54";"0";"Odisha";"Biju Janata Dal";"Elected";"23-05-2019";"In Office";"First Term";"75";"Female";"Under Matric";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"2";"2";"0";"0";"0";"0";"0";"3";"2";"0";"5";"4";"0";"8";"1";"1";"1";"0";"1";"5";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"4";"0";"0";"0";"0";"0";"3";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Prasun Banerjee";"Howrah";"No";"74.13%";"21";"82";"0";"West Bengal";"All India Trinamool Congress";"Elected";"23-05-2019";"In Office";"Third Term";"68";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"2";"14";"2";"0";"0";"2";"1";"0";"0";"4";"14";"3";"1";"3";"6";"3";"2";"0";"1";"1";"0";"0";"0";"2";"5";"0";"2";"0";"0";"0";"0";"1";"0";"1";"3";"2";"0";"0";"2";"0";"2";"3";"1";"1";"0";"0";"1";"0";"0";"4";"3";"1";"0";"2";"0";"0";"1";"0";"0";"1";"3";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pratap Chandra Sarangi";"Balasore";"Yes";"91.00%";"16";"231";"0";"Odisha";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"69";"Male";"Information Not Available";"This MP was a minister from May 30, 2019 to July 07, 2021. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"6";"1";"5";"1";"0";"3";"0";"0";"1";"2";"9";"0";"9";"11";"2";"9";"6";"2";"3";"4";"8";"3";"0";"4";"2";"3";"17";"7";"7";"4";"0";"6";"8";"1";"6";"4";"0";"3";"6";"0";"3";"3";"6";"6";"1";"2";"4";"1";"1";"7";"4";"6";"10";"0";"0";"0";"3";"2";"0";"5";"7";"9";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0"
"Prataprao Patil Chikhalikar";"Nanded";"No";"70.93%";"18";"153";"0";"Maharashtra";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"62";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"12";"6";"0";"0";"0";"0";"0";"0";"1";"2";"8";"2";"2";"15";"3";"4";"4";"0";"7";"2";"2";"4";"0";"6";"4";"3";"5";"4";"5";"0";"0";"3";"5";"0";"5";"2";"0";"3";"7";"2";"4";"3";"1";"4";"1";"3";"5";"0";"0";"5";"4";"1";"0";"3";"0";"0";"3";"0";"1";"2";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Prathap Simha";"Mysore";"No";"86.87%";"8";"355";"0";"Karnataka";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"47";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"2";"1";"0";"0";"0";"4";"0";"0";"6";"24";"1";"5";"21";"10";"6";"12";"3";"6";"2";"4";"2";"3";"10";"18";"7";"10";"16";"4";"3";"0";"7";"18";"6";"10";"6";"1";"7";"5";"2";"7";"6";"6";"6";"3";"8";"11";"3";"4";"11";"10";"3";"8";"1";"0";"3";"5";"2";"3";"13";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pratibha Singh";"Mandi";"No";"64.89%";"2";"29";"0";"Himachal Pradesh";"Indian National Congress";"Elected";"17-11-2021";"In Office";"Third Term";"67";"Female";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"2";"1";"3";"2";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"5";"0";"0";"0";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pratima Bhoumik";"Tripura West";"Yes";"78.80%";"17";"164";"0";"Tripura";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"54";"Female";"Information Not Available";"This MP was appointed a minister in Jul 2021. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till June 2021. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"2";"9";"1";"1";"0";"0";"4";"0";"1";"3";"14";"0";"2";"6";"7";"3";"1";"5";"5";"0";"1";"5";"0";"8";"6";"5";"5";"2";"3";"1";"0";"2";"1";"2";"5";"3";"1";"2";"2";"2";"4";"6";"3";"4";"0";"4";"3";"0";"1";"3";"3";"2";"5";"6";"3";"1";"1";"1";"0";"3";"4";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pratima Mondal";"Jaynagar";"No";"81.87%";"87";"165";"0";"West Bengal";"All India Trinamool Congress";"Elected";"23-05-2019";"In Office";"Second Term";"57";"Female";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"26";"26";"21";"2";"0";"3";"7";"1";"2";"4";"9";"5";"2";"4";"6";"7";"3";"1";"1";"2";"4";"2";"0";"5";"5";"7";"9";"0";"8";"2";"0";"2";"4";"5";"1";"6";"1";"1";"9";"1";"1";"5";"2";"1";"0";"0";"2";"3";"0";"7";"6";"1";"3";"3";"1";"1";"0";"1";"0";"3";"1";"3";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pravin Kumar Nishad";"Sant Kabir Nagar";"No";"78.40%";"4";"17";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"35";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"4";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Preneet Kaur";"Patiala";"No";"83.53%";"18";"27";"0";"Punjab";"Indian National Congress";"Elected";"23-05-2019";"In Office";"Fourth Term";"79";"Female";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"10";"3";"1";"0";"0";"3";"1";"0";"0";"3";"0";"0";"1";"2";"1";"0";"0";"0";"0";"2";"0";"0";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Prince Raj";"Samastipur";"No";"87.29%";"25";"15";"0";"Bihar";"Lok Jan Shakti Party";"Elected";"24-10-2019";"In Office";"First Term";"34";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"9";"6";"2";"1";"0";"2";"2";"0";"0";"0";"2";"0";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pritam Gopinath Munde";"Beed";"No";"83.27%";"24";"501";"0";"Maharashtra";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"40";"Female";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"15";"6";"0";"0";"1";"2";"0";"0";"5";"36";"0";"18";"34";"10";"17";"10";"2";"5";"9";"7";"6";"0";"27";"29";"3";"21";"20";"4";"4";"0";"2";"17";"3";"1";"16";"3";"11";"18";"5";"6";"9";"3";"15";"2";"0";"4";"3";"5";"8";"15";"11";"10";"11";"0";"3";"7";"3";"1";"15";"12";"10";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0"
"Pushpendra Singh Chandel";"Hamirpur";"No";"95.27%";"1261";"376";"15";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"50";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"33";"1207";"3";"1";"1";"2";"5";"0";"1";"4";"29";"4";"5";"13";"16";"14";"9";"9";"6";"3";"6";"9";"2";"27";"17";"6";"11";"14";"4";"4";"0";"1";"9";"5";"7";"17";"3";"2";"13";"2";"10";"10";"4";"5";"2";"0";"3";"3";"0";"4";"11";"2";"7";"6";"1";"0";"3";"2";"8";"6";"4";"11";"2";"0";"0";"0";"2";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"P.V. Midhun Reddy";"Rajampet";"No";"64.67%";"33";"341";"2";"Andhra Pradesh";"Yuvajana Sramika Rythu Congress Party";"Elected";"23-05-2019";"In Office";"Second Term";"46";"Male";"Professional Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"2";"7";"10";"3";"0";"3";"5";"0";"0";"4";"20";"4";"3";"12";"5";"14";"4";"7";"5";"6";"11";"3";"0";"11";"20";"5";"9";"8";"3";"2";"1";"1";"13";"4";"9";"10";"1";"5";"5";"2";"8";"13";"9";"11";"2";"2";"3";"8";"7";"12";"7";"7";"8";"3";"1";"4";"4";"2";"0";"10";"5";"6";"2";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Queen Oja";"Gauhati";"No";"73.73%";"24";"155";"0";"Assam";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"73";"Female";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"6";"11";"1";"1";"0";"0";"4";"1";"3";"0";"10";"2";"3";"11";"6";"5";"4";"5";"2";"1";"7";"7";"1";"4";"5";"1";"4";"3";"0";"2";"0";"1";"5";"1";"4";"3";"0";"1";"4";"2";"2";"4";"3";"3";"1";"1";"0";"0";"0";"2";"3";"1";"7";"1";"3";"2";"1";"1";"1";"4";"3";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Radha Mohan Singh";"Purvi Champaran";"No";"81.87%";"3";"0";"0";"Bihar";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Sixth Term";"74";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"B.Y. Raghavendra";"Shimoga";"No";"67.07%";"17";"220";"0";"Karnataka";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"50";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"7";"1";"0";"0";"0";"8";"0";"0";"4";"12";"0";"1";"14";"4";"8";"10";"1";"7";"0";"5";"6";"2";"11";"8";"3";"8";"11";"4";"3";"0";"5";"7";"2";"8";"4";"4";"0";"5";"0";"1";"3";"3";"4";"2";"2";"7";"2";"1";"9";"3";"2";"2";"1";"0";"0";"5";"1";"1";"6";"3";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Rahul Gandhi";"Wayanad";"No";"50.53%";"8";"99";"0";"Kerala";"Indian National Congress";"Elected";"23-05-2019";"In Office";"Fourth Term";"53";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"1";"1";"2";"0";"0";"1";"0";"0";"0";"8";"2";"3";"3";"3";"0";"4";"1";"0";"1";"0";"0";"2";"4";"3";"2";"6";"3";"0";"0";"0";"5";"1";"0";"2";"5";"0";"1";"5";"0";"2";"5";"0";"5";"0";"1";"3";"1";"0";"1";"1";"0";"12";"0";"0";"0";"1";"0";"0";"0";"2";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Rahul Kaswan";"Churu";"No";"96.13%";"98";"277";"3";"Rajasthan";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"47";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"33";"41";"2";"3";"0";"0";"17";"1";"0";"5";"19";"0";"2";"15";"10";"10";"6";"3";"7";"0";"13";"7";"0";"21";"15";"2";"13";"4";"6";"7";"0";"1";"8";"7";"6";"3";"0";"8";"4";"0";"5";"8";"0";"6";"0";"1";"2";"0";"1";"8";"5";"5";"4";"7";"0";"0";"5";"3";"0";"5";"4";"5";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Rahul Ramesh Shewale";"Mumbai-South-Central";"No";"95.07%";"143";"531";"13";"Maharashtra";"Shiv Sena";"Elected";"23-05-2019";"In Office";"Second Term";"50";"Male";"Diploma Course";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"17";"76";"25";"1";"0";"8";"14";"0";"0";"7";"40";"1";"17";"37";"15";"20";"8";"2";"5";"10";"13";"9";"0";"31";"38";"3";"17";"18";"6";"5";"0";"2";"23";"4";"7";"16";"1";"6";"12";"2";"7";"14";"9";"10";"1";"3";"4";"4";"4";"13";"14";"9";"14";"6";"1";"1";"7";"1";"1";"12";"11";"7";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0"
"Raj Kumar Singh";"Arrah";"Yes";"";"0";"0";"0";"Bihar";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"71";"Male";"Professional Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Raja Amareshwara Naik";"Raichur";"No";"83.27%";"12";"571";"0";"Karnataka";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"66";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"8";"1";"0";"1";"0";"0";"2";"0";"3";"12";"33";"1";"10";"18";"19";"17";"5";"12";"14";"7";"11";"10";"0";"15";"29";"14";"16";"13";"9";"6";"0";"4";"20";"9";"12";"19";"8";"9";"9";"2";"13";"8";"13";"12";"3";"13";"5";"8";"6";"25";"7";"6";"9";"10";"4";"9";"4";"4";"4";"18";"10";"4";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Rajan Baburao Vichare";"Thane";"No";"70.47%";"26";"281";"0";"Maharashtra";"Shiv Sena";"Elected";"23-05-2019";"In Office";"Second Term";"62";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"5";"18";"0";"0";"0";"0";"3";"0";"0";"2";"14";"2";"6";"22";"8";"8";"3";"4";"13";"0";"7";"8";"0";"7";"13";"4";"10";"10";"11";"0";"0";"4";"9";"5";"3";"1";"0";"2";"15";"0";"3";"8";"4";"4";"3";"2";"5";"2";"4";"12";"5";"5";"3";"5";"3";"1";"4";"1";"0";"6";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Rajashree Mallick";"Jagatsinghpur";"No";"51.80%";"14";"60";"0";"Odisha";"Biju Janata Dal";"Elected";"23-05-2019";"In Office";"First Term";"59";"Female";"Doctorate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"9";"3";"0";"0";"0";"1";"0";"0";"0";"5";"2";"2";"2";"0";"0";"2";"1";"1";"3";"2";"2";"0";"4";"2";"0";"4";"3";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"2";"1";"0";"0";"1";"2";"0";"3";"0";"2";"2";"0";"0";"0";"0";"0";"0";"1";"3";"1";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Rajbahadur Singh";"Sagar";"No";"87.73%";"5";"67";"0";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"56";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"6";"1";"2";"3";"0";"1";"2";"0";"1";"1";"2";"1";"0";"1";"0";"1";"4";"2";"4";"1";"0";"1";"6";"1";"2";"0";"0";"0";"1";"0";"0";"0";"5";"1";"0";"0";"2";"0";"0";"2";"0";"3";"3";"0";"0";"0";"0";"1";"0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"Rajdeep Roy";"Silchar";"No";"87.00%";"36";"40";"0";"Assam";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"53";"Male";"Doctorate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"3";"17";"5";"2";"0";"3";"5";"0";"1";"0";"2";"0";"0";"6";"3";"1";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"6";"0";"0";"0";"0";"0";"1";"0";"2";"0";"1";"0";"0";"0";"3";"0";"2";"0";"0";"1";"0";"1";"0";"1";"0";"0";"3";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Rajendra Agrawal";"Meerut";"No";"98.27%";"97";"232";"6";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Third Term";"72";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"32";"48";"5";"1";"1";"1";"4";"1";"0";"8";"21";"5";"7";"6";"0";"11";"4";"7";"5";"3";"13";"6";"0";"12";"7";"3";"5";"3";"5";"1";"0";"0";"4";"0";"3";"4";"2";"1";"3";"0";"6";"4";"9";"3";"0";"4";"3";"3";"2";"6";"5";"6";"3";"4";"1";"2";"10";"0";"0";"4";"2";"4";"2";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Rajendra Dhedya Gavit";"Palghar";"No";"69.67%";"31";"274";"0";"Maharashtra";"Shiv Sena";"Elected";"23-05-2019";"In Office";"Second Term";"56";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"7";"12";"5";"0";"0";"1";"5";"1";"0";"3";"11";"1";"3";"17";"7";"10";"6";"6";"10";"4";"9";"6";"0";"15";"6";"6";"9";"11";"3";"3";"0";"9";"6";"2";"6";"5";"4";"0";"7";"2";"5";"9";"5";"5";"2";"1";"3";"4";"1";"6";"4";"4";"6";"2";"1";"1";"6";"1";"0";"5";"10";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Rajesh Verma";"Sitapur";"No";"90.40%";"22";"113";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Fourth Term";"63";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"16";"5";"1";"0";"0";"0";"0";"0";"0";"0";"4";"0";"2";"4";"0";"2";"2";"4";"4";"1";"5";"0";"0";"5";"2";"1";"4";"3";"7";"4";"0";"3";"0";"1";"1";"3";"0";"4";"5";"2";"0";"1";"3";"5";"3";"0";"5";"1";"0";"3";"1";"5";"0";"0";"0";"1";"1";"0";"0";"3";"6";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Rajiv Pratap Rudy";"Saran";"No";"98.40%";"77";"261";"7";"Bihar";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Fourth Term";"61";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"15";"32";"17";"1";"1";"3";"7";"0";"0";"2";"20";"0";"4";"7";"6";"22";"11";"2";"4";"3";"10";"9";"0";"23";"9";"1";"7";"6";"5";"0";"0";"0";"14";"4";"14";"7";"1";"3";"2";"0";"6";"5";"7";"3";"1";"2";"5";"2";"1";"4";"1";"0";"1";"4";"1";"4";"3";"0";"0";"6";"5";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
