"Name";"Constituency";"Attendance";"Debates";"Questions";"Bills";"State";"Party";"Nature of membership";"Start of Term";"End of Term";"No. of Term";"Age";"Gender";"Education";"Lok Sabha";"Debates (Ls - Matters Under (Rule-377))";"Debates (Special Mention)";"Debates (Government Bills)";"Debates (Budget (General))";"Debates (Ls - Short Duration Discussions (Rule-193))";"Debates (Budget (Railways))";"Debates (Submissions By Members)";"Debates (Motion Of Thanks On The President'S Address)";"Questions (Housing And Urban Affairs)";"Questions (Steel)";"Questions (Women And Child Development)";"Questions (Home Affairs)";"Questions (Finance)";"Questions (Defence)";"Questions (Health And Family Welfare)";"Questions (Civil Aviation)";"Questions (Railways)";"Questions (Commerce And Industry)";"Questions (Drinking Water And Sanitation)";"Questions (Coal)";"Questions (Water Resources, River Development And Ganga Rejuvenation)";"Questions (External Affairs)";"Questions (Textiles)";"Questions (Urban Development)";"Questions (Prime Minister)";"Questions (Shipping)";"Questions (Housing And Urban Poverty Alleviation)";"Questions (Communications And Information Technology)";"Questions (Rural Development)";"Questions (Labour And Employment)";"Questions (Culture)";"Questions (Power)";"Questions (Agriculture And Farmers Welfare)";"Questions (Human Resource Development)";"Questions (Agriculture)";"Questions (Road Transport And Highways)";"Questions (Minority Affairs)";"Questions (Mines)";"Questions (Heavy Industries And Public Enterprises)";"Questions (Environment, Forests And Climate Change)";"Questions (Consumer Affairs, Food And Public Distribution)";"Questions (Petroleum And Natural Gas)";"Questions (New And Renewable Energy)";"Questions (Tourism)";"Questions (Information And Broadcasting)";"Questions (Social Justice And Empowerment)";"Questions (Micro, Small And Medium Enterprises)";"Debates (Private Members' Resolutions)";"Debates (Ls - Calling Attention (Rule-197))";"Questions (Communications)";"Questions (Environment, Forest And Climate Change)";"Questions (Food Processing Industries)";"Questions (Tribal Affairs)";"Questions (Electronics And Information Technology)";"Questions (Youth Affairs And Sports)";"Questions (Chemicals And Fertilizers)";"Questions (Panchayati Raj)";"Questions (Ayush)";"Questions (Science And Technology)";"Questions (Law And Justice)";"Questions (Statistics And Programme Implementation)";"Questions (Skill Development And Entrepreneurship)";"Questions (Corporate Affairs)";"Questions (Earth Sciences)";"Questions (Skill Development, Entrepreneurship, Youth Affairs And Sports)";"Questions (Development Of North Eastern Region)";"Debates (Private Members' Bills)";"Debates (Statutory Resolution And Government Bill)";"Questions (Planning)";"Questions (Water Resources)";"Debates (Government Resolutions)";"Questions (Overseas Indian Affairs)";"Debates (Others)";"Debates (Adjournment Motion)";"Questions (Personnel, Public Grievances And Pensions)";"Debates (Felicitations)";"Questions (Parliamentary Affairs)";"Debates (Ls - No-Confidence Motion (Rule-198))";"Debates (Clarification On The Statement By Minister)";"Debates (Statutory Resolutions)";"Debates (Budget (States))";"Debates (Ls - Half-An-Hour Discussions (Rule-55))";"Debates (Ls - Personal Explanation By Members (Rule-357))";"Questions (Atomic Energy)"
"Natubhai Gomanbhai Patel";"Dadra and Nagar Haveli";"68.24%";"0";"85";"0";"Dadra and Nagar Haveli";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Second";"46";"Male";"Under Matric";"16th";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"2";"5";"1";"5";"0";"10";"0";"0";"0";"7";"0";"0";"1";"1";"1";"0";"0";"0";"4";"3";"0";"1";"9";"1";"9";"0";"0";"0";"2";"0";"2";"0";"1";"0";"1";"0";"0";"0";"1";"5";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Neelam Sonkar";"Lalganj";"89.12%";"49";"379";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"46";"Female";"Post Graduate";"16th";"7";"35";"1";"2";"2";"1";"1";"0";"2";"3";"8";"29";"22";"9";"23";"4";"23";"7";"2";"3";"7";"8";"11";"2";"10";"1";"5";"1";"8";"8";"6";"1";"9";"36";"5";"13";"6";"3";"3";"5";"7";"13";"5";"1";"4";"9";"4";"0";"0";"5";"2";"2";"2";"0";"12";"6";"1";"3";"4";"8";"3";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Neiphiu Rio";"Nagaland";"55.07%";"14";"20";"0";"Nagaland";"Nagaland Peoples Front";"Elected";"18-May-14";"22-02-2018";"First";"68";"Male";"Graduate";"16th";"0";"5";"0";"5";"0";"1";"0";"2";"0";"0";"0";"4";"3";"3";"0";"3";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"Nepal Singh";"Rampur";"89.53%";"20";"38";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"78";"Male";"Doctorate";"16th";"9";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"3";"0";"2";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"5";"5";"0";"0";"0";"0";"1";"4";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Nihalchand";"Ganganagar";"89.89%";"36";"165";"3";"Rajasthan";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Third";"48";"Male";"Graduate";"16th";"10";"15";"4";"5";"0";"0";"0";"1";"5";"0";"4";"1";"10";"6";"10";"2";"17";"3";"5";"0";"2";"0";"1";"0";"0";"0";"2";"0";"4";"4";"0";"2";"12";"10";"0";"7";"0";"0";"1";"0";"2";"5";"0";"5";"2";"1";"2";"0";"0";"5";"7";"3";"0";"2";"6";"5";"1";"0";"1";"0";"1";"6";"0";"0";"0";"0";"1";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ninong Ering";"Arunachal East";"70.59%";"53";"319";"9";"Arunachal Pradesh";"Indian National Congress";"Elected";"18-May-14";"In office";"Second";"60";"Male";"Graduate";"16th";"8";"25";"3";"7";"1";"0";"1";"3";"3";"0";"10";"24";"14";"8";"13";"13";"10";"5";"4";"3";"10";"8";"6";"1";"3";"1";"2";"1";"16";"2";"1";"5";"11";"19";"6";"7";"1";"3";"3";"10";"13";"4";"1";"8";"0";"1";"1";"1";"0";"3";"14";"1";"6";"9";"4";"1";"2";"1";"3";"2";"2";"7";"1";"0";"0";"9";"3";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"Niranjan Jyoti";"Fatehpur";"100.00%";"18";"1";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"52";"Female";"Inter/ Higher Secondary";"16th";"5";"6";"0";"5";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Nishikant Dubey";"Godda";"97.94%";"337";"677";"48";"Jharkhand";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Second";"50";"Male";"Professional Post Graduate";"16th";"46";"207";"15";"19";"9";"1";"20";"3";"3";"4";"13";"16";"28";"11";"40";"12";"25";"25";"27";"15";"2";"3";"9";"7";"11";"2";"13";"14";"10";"17";"10";"15";"24";"26";"20";"14";"16";"6";"10";"7";"23";"12";"13";"8";"4";"12";"23";"7";"2";"9";"4";"17";"8";"12";"7";"7";"4";"0";"3";"23";"0";"11";"18";"1";"0";"0";"7";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Nityanand Rai";"Ujiarpur";"69.29%";"7";"141";"0";"Bihar";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"53";"Male";"Graduate";"16th";"0";"0";"1";"2";"1";"1";"0";"1";"0";"1";"0";"8";"8";"4";"9";"2";"10";"3";"2";"0";"3";"3";"3";"0";"2";"0";"1";"10";"1";"2";"0";"2";"1";"11";"5";"6";"1";"0";"1";"6";"4";"5";"1";"3";"3";"0";"2";"0";"0";"1";"0";"3";"0";"0";"3";"5";"2";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"N.K.Premachandran";"Kollam";"85.29%";"300";"471";"7";"Kerala";"Revolutionary Socialist Party";"Elected";"18-May-14";"In office";"Third";"58";"Male";"Professional Graduate";"16th";"36";"97";"81";"21";"15";"4";"25";"6";"0";"2";"13";"28";"27";"12";"19";"15";"24";"13";"8";"0";"10";"9";"5";"2";"17";"5";"5";"10";"15";"19";"1";"3";"18";"21";"7";"12";"0";"1";"3";"14";"15";"9";"5";"10";"10";"6";"4";"3";"0";"1";"8";"3";"5";"3";"4";"6";"1";"10";"3";"13";"0";"2";"2";"1";"2";"0";"0";"1";"2";"0";"1";"8";"3";"2";"0";"2";"0";"1";"0";"1";"0";"1";"0";"0"
"Om Birla";"Kota";"85.00%";"163";"671";"6";"Rajasthan";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"56";"Male";"Post Graduate";"16th";"35";"81";"11";"17";"3";"4";"5";"3";"3";"1";"15";"33";"33";"17";"42";"26";"27";"15";"12";"2";"21";"9";"2";"6";"17";"1";"8";"20";"20";"21";"13";"15";"17";"44";"17";"17";"4";"4";"2";"19";"17";"14";"8";"4";"10";"10";"5";"2";"0";"6";"14";"4";"8";"2";"14";"5";"4";"8";"1";"16";"5";"5";"2";"1";"2";"0";"1";"0";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Om Prakash Yadav";"Siwan";"87.00%";"33";"402";"28";"Bihar";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Second";"57";"Male";"Graduate";"16th";"14";"18";"0";"0";"0";"0";"0";"0";"4";"0";"3";"11";"39";"8";"25";"7";"25";"12";"4";"2";"3";"7";"6";"5";"9";"2";"2";"13";"15";"11";"4";"4";"14";"33";"8";"10";"2";"3";"4";"3";"14";"11";"6";"5";"5";"5";"3";"0";"0";"4";"3";"3";"2";"2";"2";"5";"1";"8";"6";"5";"3";"7";"0";"0";"1";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pandula Ravindra Babu";"Amalapuram";"94.94%";"66";"147";"1";"Andhra Pradesh";"Telugu Desam Party";"Elected";"18-May-14";"In office";"First";"63";"Male";"Professional Graduate";"16th";"1";"6";"41";"6";"5";"3";"1";"0";"0";"2";"4";"10";"11";"1";"12";"1";"1";"4";"3";"3";"5";"1";"1";"0";"2";"1";"1";"3";"2";"3";"2";"3";"6";"5";"2";"1";"0";"1";"0";"1";"3";"10";"4";"2";"1";"8";"1";"0";"0";"1";"4";"2";"2";"0";"2";"5";"1";"0";"0";"5";"0";"2";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Pankaj Chowdhary";"Maharajganj";"82.71%";"28";"340";"2";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Fifth";"54";"Male";"Graduate";"16th";"15";"9";"1";"0";"1";"1";"1";"0";"2";"0";"10";"10";"25";"2";"23";"11";"31";"8";"4";"0";"3";"2";"16";"6";"2";"0";"1";"2";"8";"12";"2";"7";"13";"28";"1";"8";"2";"1";"0";"6";"17";"11";"6";"1";"2";"13";"3";"0";"0";"4";"7";"0";"2";"2";"1";"2";"2";"1";"1";"2";"2";"4";"1";"1";"3";"1";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Paresh Rawal";"Ahmedabad East";"66.29%";"8";"185";"0";"Gujarat";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"63";"Male";"Graduate";"16th";"4";"4";"0";"0";"0";"0";"0";"0";"2";"0";"1";"8";"11";"6";"8";"10";"16";"3";"2";"0";"5";"5";"5";"1";"2";"1";"1";"0";"3";"7";"3";"2";"8";"20";"2";"7";"1";"0";"1";"6";"5";"5";"1";"0";"0";"1";"1";"0";"0";"0";"2";"0";"0";"1";"4";"5";"0";"4";"2";"1";"1";"2";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Partha Pratim Ray";"Cooch Behar";"73.25%";"8";"27";"0";"West Bengal";"All India Trinamool Congress";"Elected";"25-Nov-16";"In office";"First";"37";"Male";"Post Graduate";"16th";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"2";"3";"0";"1";"1";"2";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3";"1";"3";"0";"1";"3";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Parvesh Sahib Singh Verma";"West Delhi";"97.53%";"21";"208";"7";"Delhi";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"41";"Male";"Professional Post Graduate";"16th";"7";"8";"4";"0";"0";"0";"1";"0";"5";"1";"8";"7";"15";"9";"14";"7";"4";"1";"3";"1";"6";"3";"3";"3";"5";"3";"4";"6";"6";"6";"5";"7";"4";"12";"0";"1";"0";"1";"2";"3";"4";"6";"4";"1";"2";"2";"1";"0";"0";"3";"8";"0";"4";"3";"1";"1";"0";"5";"0";"2";"2";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"Pashupati Nath Singh";"Dhanbad";"92.41%";"45";"186";"0";"Jharkhand";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Second";"69";"Male";"Graduate";"16th";"15";"19";"1";"4";"1";"2";"0";"2";"3";"1";"13";"5";"12";"1";"14";"0";"7";"2";"0";"8";"3";"2";"2";"0";"3";"0";"0";"4";"10";"10";"1";"7";"6";"7";"2";"4";"0";"6";"4";"4";"7";"2";"5";"0";"2";"4";"0";"1";"0";"6";"2";"0";"0";"0";"1";"5";"1";"1";"0";"3";"0";"1";"1";"1";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"P.C. Gaddigoudar";"Bagalkot";"85.53%";"9";"94";"0";"Karnataka";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Third";"67";"Male";"Professional Graduate";"16th";"0";"1";"0";"5";"1";"2";"0";"0";"0";"0";"0";"8";"5";"0";"8";"0";"3";"4";"0";"2";"7";"0";"3";"1";"2";"0";"1";"3";"4";"5";"0";"3";"3";"4";"2";"4";"0";"0";"1";"8";"3";"2";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"P. C. Mohan";"Bangalore Central";"84.24%";"21";"315";"0";"Karnataka";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Second";"55";"Male";"Inter/ Higher Secondary";"16th";"4";"7";"0";"3";"2";"3";"1";"1";"1";"0";"2";"16";"35";"14";"17";"23";"16";"9";"1";"4";"5";"7";"3";"4";"9";"0";"2";"11";"5";"9";"1";"3";"6";"28";"6";"10";"0";"0";"2";"15";"9";"6";"2";"1";"1";"1";"1";"0";"0";"3";"4";"0";"1";"1";"1";"7";"0";"0";"0";"4";"0";"3";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pinaki Misra";"Puri";"82.88%";"11";"333";"0";"Odisha";"Biju Janata Dal";"Elected";"18-May-14";"In office";"Third";"59";"Male";"Professional Graduate";"16th";"0";"1";"8";"2";"0";"0";"0";"0";"1";"0";"6";"13";"20";"18";"21";"12";"17";"6";"7";"6";"1";"6";"7";"3";"8";"4";"4";"2";"3";"5";"1";"3";"18";"22";"3";"8";"4";"0";"1";"4";"6";"9";"7";"3";"6";"2";"3";"0";"0";"4";"6";"3";"7";"2";"9";"1";"2";"4";"1";"5";"1";"5";"4";"2";"1";"3";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"P.K. Kunhalikutty";"Malappuram";"55.00%";"9";"83";"0";"Kerala";"Indian Union Muslim League";"Elected";"17-Apr-17";"In office";"First";"67";"Male";"Diploma Course";"16th";"0";"3";"1";"0";"2";"0";"0";"2";"4";"0";"0";"2";"9";"1";"5";"7";"8";"0";"0";"0";"1";"2";"5";"0";"4";"0";"0";"0";"1";"2";"1";"0";"2";"8";"0";"3";"4";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"2";"0";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"P. Karunakaran";"Kasaragod";"75.71%";"198";"307";"13";"Kerala";"Communist Party of India (Marxist)";"Elected";"18-May-14";"In office";"Third";"73";"Male";"Post Graduate";"16th";"12";"99";"15";"13";"12";"4";"28";"5";"1";"1";"4";"17";"26";"5";"9";"12";"20";"6";"5";"5";"5";"6";"6";"2";"9";"5";"1";"9";"11";"6";"4";"4";"5";"13";"12";"4";"5";"3";"3";"7";"13";"9";"1";"9";"1";"3";"2";"0";"1";"1";"1";"3";"4";"1";"1";"4";"4";"5";"0";"4";"3";"1";"1";"0";"0";"0";"1";"0";"1";"0";"2";"4";"2";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0"
"P. K. Biju";"Alathur";"86.71%";"326";"581";"0";"Kerala";"Communist Party of India (Marxist)";"Elected";"18-May-14";"In office";"Second";"45";"Male";"Post Graduate";"16th";"16";"211";"21";"14";"7";"3";"46";"6";"4";"3";"15";"16";"24";"23";"18";"24";"23";"20";"7";"11";"3";"10";"0";"1";"26";"1";"3";"13";"23";"15";"4";"6";"28";"32";"10";"22";"9";"2";"2";"3";"16";"13";"5";"7";"4";"10";"3";"0";"0";"13";"12";"3";"12";"7";"8";"16";"4";"19";"4";"10";"0";"0";"2";"2";"1";"0";"0";"1";"1";"0";"0";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"P.K. Sreemathi Teacher";"Kannur";"75.76%";"167";"511";"0";"Kerala";"Communist Party of India (Marxist)";"Elected";"18-May-14";"In office";"First";"69";"Female";"others";"16th";"10";"109";"7";"6";"4";"3";"24";"2";"3";"0";"24";"13";"25";"8";"25";"3";"42";"4";"17";"0";"1";"0";"11";"9";"4";"11";"7";"8";"38";"14";"5";"3";"15";"26";"17";"13";"8";"0";"0";"7";"13";"2";"2";"8";"0";"17";"5";"0";"0";"5";"10";"2";"20";"1";"18";"2";"7";"11";"1";"3";"2";"7";"0";"1";"4";"0";"1";"0";"6";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"P. Kumar";"Tiruchirappalli";"79.65%";"40";"463";"0";"Tamil Nadu";"All India Anna Dravida Munnetra Kazhagam";"Elected";"18-May-14";"In office";"Second";"47";"Male";"Professional Graduate";"16th";"10";"7";"1";"8";"5";"3";"2";"3";"3";"4";"8";"25";"26";"21";"18";"14";"16";"18";"7";"6";"6";"15";"11";"8";"10";"3";"5";"3";"9";"14";"9";"8";"11";"31";"11";"7";"0";"4";"1";"8";"16";"12";"12";"2";"2";"7";"3";"0";"1";"2";"8";"4";"3";"2";"11";"9";"4";"4";"4";"7";"0";"5";"1";"2";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"P. Nagarajan";"Coimbatore";"81.59%";"28";"594";"0";"Tamil Nadu";"All India Anna Dravida Munnetra Kazhagam";"Elected";"18-May-14";"In office";"First";"57";"Male";"Professional Graduate";"16th";"7";"11";"2";"2";"2";"1";"0";"3";"3";"5";"10";"43";"39";"19";"36";"35";"34";"6";"3";"6";"9";"16";"4";"14";"17";"12";"6";"6";"4";"12";"10";"5";"13";"40";"4";"16";"8";"3";"7";"9";"10";"14";"4";"1";"8";"5";"6";"0";"0";"5";"5";"4";"3";"3";"9";"9";"4";"6";"6";"22";"4";"2";"2";"1";"5";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Ponguleti Srinivasa Reddy";"Khammam";"59.53%";"32";"423";"0";"Telangana";"Yuvajana Sramika Rythu Congress Party";"Elected";"18-May-14";"In office";"First";"53";"Male";"Graduate";"16th";"10";"8";"3";"8";"2";"1";"0";"0";"3";"1";"4";"11";"26";"10";"30";"20";"22";"17";"3";"3";"6";"8";"5";"6";"7";"6";"3";"10";"8";"5";"0";"8";"21";"28";"10";"12";"2";"1";"5";"9";"12";"16";"10";"0";"4";"5";"7";"0";"0";"6";"8";"0";"5";"6";"3";"3";"0";"2";"6";"9";"2";"1";"2";"2";"1";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Poonamben Hematbhai Maadam";"Jamnagar";"79.76%";"34";"353";"0";"Gujarat";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"44";"Female";"Graduate";"16th";"0";"4";"2";"17";"5";"2";"0";"4";"2";"1";"9";"12";"18";"13";"16";"14";"18";"9";"9";"1";"6";"7";"5";"2";"1";"3";"2";"3";"11";"3";"2";"9";"15";"22";"2";"5";"6";"3";"6";"9";"3";"9";"3";"8";"2";"6";"8";"0";"0";"6";"5";"4";"8";"3";"3";"3";"3";"8";"1";"2";"3";"8";"3";"2";"1";"0";"0";"0";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Poonam Mahajan Alias Poonam Vajendla Rao";"Mumbai-North-Central";"78.06%";"30";"445";"9";"Maharashtra";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"38";"Female";"Graduate";"16th";"5";"12";"4";"3";"2";"2";"1";"1";"1";"6";"19";"25";"20";"22";"17";"15";"6";"10";"5";"6";"4";"11";"3";"6";"13";"11";"1";"7";"5";"11";"12";"6";"10";"17";"6";"15";"3";"2";"5";"12";"5";"11";"12";"12";"4";"2";"7";"0";"0";"1";"11";"2";"4";"0";"3";"6";"1";"1";"8";"6";"8";"1";"3";"12";"4";"2";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0"
"P.P. Chaudhary";"Pali";"97.12%";"359";"394";"18";"Rajasthan";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"First";"65";"Male";"Professional Graduate";"16th";"12";"284";"15";"13";"7";"3";"14";"3";"0";"0";"5";"21";"33";"11";"17";"14";"20";"4";"5";"7";"13";"7";"4";"10";"10";"1";"2";"15";"14";"10";"3";"14";"5";"17";"9";"10";"2";"5";"2";"27";"14";"12";"2";"6";"4";"6";"1";"3";"0";"0";"0";"3";"3";"0";"2";"3";"1";"1";"1";"7";"2";"3";"3";"0";"2";"0";"4";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"P.P. Mohammed Faizal";"Lakshadweep";"73.47%";"48";"357";"0";"Lakshadweep";"Nationalist Congress Party";"Elected";"18-May-14";"In office";"First";"43";"Male";"Professional Post Graduate";"16th";"18";"23";"1";"2";"2";"0";"1";"0";"5";"1";"3";"23";"20";"9";"26";"21";"16";"10";"3";"1";"1";"9";"1";"7";"3";"20";"1";"10";"9";"10";"3";"3";"9";"17";"8";"10";"6";"0";"4";"11";"7";"10";"1";"8";"4";"6";"1";"0";"0";"3";"4";"0";"1";"2";"5";"4";"4";"2";"2";"2";"1";"1";"2";"1";"1";"0";"0";"0";"2";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Prabhas Kumar Singh";"Bargarh";"86.47%";"62";"157";"4";"Odisha";"Biju Janata Dal";"Elected";"18-May-14";"In office";"First";"54";"Male";"Doctorate";"16th";"13";"24";"4";"10";"3";"3";"0";"4";"2";"0";"3";"10";"4";"3";"12";"3";"6";"2";"4";"5";"4";"3";"2";"6";"1";"0";"1";"1";"4";"4";"6";"0";"10";"13";"0";"1";"0";"0";"0";"1";"4";"1";"2";"2";"0";"3";"2";"0";"0";"3";"3";"0";"5";"3";"1";"2";"1";"4";"1";"2";"2";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0"
"Prabhatsinh Pratapsinh Chauhan";"Panchmahal";"91.76%";"3";"29";"0";"Gujarat";"Bharatiya Janata Party";"Elected";"18-May-14";"In office";"Second";"77";"Male";"Inter/ Higher Secondary";"16th";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"2";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"2";"1";"0";"2";"1";"1";"0";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pradan Baruah";"Lakhimpur";"59.88%";"0";"1";"0";"Assam";"Bharatiya Janata Party";"Elected";"29-Nov-16";"In office";"First";"53";"Male";"Diploma Course";"16th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
