"Name";"Constituency";"Minister";"Attendance";"Debates";"Questions";"Private Member Bills";"State";"Party";"Nature of membership";"Start of Term";"End of Term";"No. of Term";"Age";"Gender";"Education";"Comment";"Lok Sabha";"Debates (Special Mention)";"Debates (Ls - Matters Under (Rule-377))";"Debates (Government Bills)";"Debates (Budget (General))";"Debates (Budget (Railways))";"Debates (Motion Of Thanks On The President'S Address)";"Debates (Submissions By Members)";"Debates (Ls - Motion To Consider Policy, Situation, Statement Or Any Other Matter (Rule- 191 & 342))";"Debates (Ls - Short Duration Discussions (Rule-193))";"Questions (Tribal Affairs)";"Questions (Finance)";"Questions (Health And Family Welfare)";"Questions (Corporate Affairs)";"Questions (Heavy Industries And Public Enterprises)";"Questions (Railways)";"Questions (Human Resource Development)";"Questions (Urban Development)";"Questions (Home Affairs)";"Questions (Agriculture)";"Questions (Civil Aviation)";"Questions (Prime Minister)";"Questions (Consumer Affairs, Food And Public Distribution)";"Questions (Environment And Forests)";"Questions (Labour And Employment)";"Questions (Defence)";"Questions (Power)";"Questions (Social Justice And Empowerment)";"Questions (Road Transport And Highways)";"Questions (Steel)";"Questions (Petroleum And Natural Gas)";"Questions (Minority Affairs)";"Questions (Communications And Information Technology)";"Questions (Rural Development)";"Questions (Commerce And Industry)";"Questions (Overseas Indian Affairs)";"Questions (External Affairs)";"Questions (Chemicals And Fertilizers)";"Questions (Law And Justice)";"Questions (Mines)";"Questions (Women And Child Development)";"Questions (New And Renewable Energy)";"Questions (Shipping)";"Questions (Tourism)";"Questions (Micro, Small And Medium Enterprises)";"Questions (Information And Broadcasting)";"Questions (Textiles)";"Questions (Water Resources)";"Questions (Culture)";"Questions (Youth Affairs And Sports)";"Questions (Coal)";"Questions (Housing And Urban Poverty Alleviation)";"Questions (Drinking Water And Sanitation)";"Questions (Development Of North Eastern Region)";"Questions (Earth Sciences)";"Questions (Panchayati Raj)";"Questions (Food Processing Industries)";"Questions (Statistics And Programme Implementation)";"Questions (Science And Technology)";"Debates (Private Members' Bills)";"Debates (Private Members' Resolutions)";"Debates (Government Resolutions)";"Debates (Ls - Calling Attention (Rule-197))";"Debates (Budget (States))";"Debates (Ls - Matters Of Urgent Public Importance (Rule-184))";"Debates (Statutory Resolutions)";"Debates (Felicitations)";"Debates (Adjournment Motion)";"Debates (Ls - Half-An-Hour Discussions (Rule-55))";"Questions (Parliamentary Affairs)";"Debates (Others)";"Debates (Clarification On The Statement By Minister)";"Questions (Planning)";"Debates (Ls - Explanation By Members (Rule-199))";"Questions (Housing And Urban Affairs)";"Questions (Water Resources, River Development And Ganga Rejuvenation)";"Questions (Agriculture And Farmers Welfare)";"Questions (Environment, Forests And Climate Change)";"Questions (Communications)";"Questions (Environment, Forest And Climate Change)";"Questions (Electronics And Information Technology)";"Questions (Ayush)";"Questions (Skill Development And Entrepreneurship)";"Questions (Skill Development, Entrepreneurship, Youth Affairs And Sports)";"Debates (Statutory Resolution And Government Bill)";"Questions (Personnel, Public Grievances And Pensions)";"Debates (Ls - No-Confidence Motion (Rule-198))";"Debates (Ls - Personal Explanation By Members (Rule-357))";"Questions (Atomic Energy)";"Debates (Motion Of Thanks On The President�S Address)";"Questions (Ports, Shipping And Waterways)";"Questions (Jal Shakti)";"Questions (Education)";"Questions (Cooperation)";"Questions (Fisheries, Animal Husbandry And Dairying)";"Questions (Statiscs And Programme Implementation)";"Debates (Discussion)";"Debates (Statement By Minister)";"Questions (Consumer Affairs)";"Questions (Micro)";"Questions (Heavy Industries)";"Questions (Space)";"Questions (Communication)"
"Rita Bahuguna Joshi";"Allahabad";"No";"73.93%";"28";"310";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"74.0";"Female";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"4.0";"6.0";"6.0";"7.0";"0.0";"3.0";"0.0";"0.0";"1.0";"9.0";"10.0";"13.0";"4.0";"3.0";"12.0";"1.0";"0.0";"6.0";"0.0";"8.0";"4.0";"4.0";"0.0";"7.0";"15.0";"2.0";"7.0";"9.0";"1.0";"5.0";"1.0";"0.0";"6.0";"12.0";"0.0";"2.0";"11.0";"5.0";"1.0";"15.0";"5.0";"2.0";"9.0";"8.0";"2.0";"10.0";"0.0";"4.0";"2.0";"4.0";"0.0";"0.0";"0.0";"1.0";"2.0";"6.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"7.0";"0.0";"10.0";"0.0";"2.0";"9.0";"5.0";"6.0";"4.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"2.0";"13.0";"13.0";"2.0";"6.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0"
"Ritesh Pandey";"Ambedkar Nagar";"No";"94.47%";"137";"235";"4";"Uttar Pradesh";"Bahujan Samaj Party";"Elected";"23-05-2019";"In Office";"First Term";"42.0";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"47.0";"13.0";"35.0";"16.0";"0.0";"6.0";"5.0";"0.0";"10.0";"4.0";"14.0";"12.0";"0.0";"3.0";"9.0";"6.0";"0.0";"10.0";"0.0";"5.0";"8.0";"7.0";"0.0";"4.0";"3.0";"8.0";"6.0";"3.0";"0.0";"3.0";"2.0";"0.0";"5.0";"3.0";"0.0";"8.0";"2.0";"8.0";"4.0";"7.0";"3.0";"0.0";"3.0";"5.0";"3.0";"8.0";"0.0";"1.0";"1.0";"2.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"1.0";"3.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"2.0";"1.0";"2.0";"0.0";"4.0";"0.0";"7.0";"0.0";"8.0";"14.0";"3.0";"2.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"9.0";"6.0";"1.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Riti Pathak";"Sidhi";"No";"93.43%";"60";"278";"4";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"07-12-2023";"Second Term";"46.0";"Female";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"13.0";"22.0";"0.0";"18.0";"0.0";"4.0";"0.0";"0.0";"2.0";"5.0";"2.0";"19.0";"1.0";"0.0";"16.0";"2.0";"0.0";"3.0";"0.0";"6.0";"1.0";"11.0";"0.0";"11.0";"1.0";"4.0";"8.0";"9.0";"0.0";"5.0";"1.0";"0.0";"5.0";"9.0";"0.0";"1.0";"3.0";"2.0";"0.0";"12.0";"5.0";"0.0";"7.0";"5.0";"4.0";"4.0";"0.0";"9.0";"1.0";"3.0";"0.0";"0.0";"0.0";"1.0";"7.0";"6.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"3.0";"0.0";"10.0";"0.0";"11.0";"0.0";"6.0";"9.0";"10.0";"14.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"15.0";"3.0";"1.0";"6.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"R.K. Singh Patel";"Banda";"No";"87.20%";"37";"85";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"64.0";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"15.0";"15.0";"0.0";"5.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"3.0";"5.0";"0.0";"0.0";"10.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"6.0";"2.0";"1.0";"0.0";"7.0";"0.0";"1.0";"0.0";"0.0";"5.0";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"3.0";"1.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"1.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"2.0";"0.0";"8.0";"0.0";"3.0";"0.0";"0.0";"7.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"7.0";"0.0";"3.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Rodmal Nagar";"Rajgarh";"No";"84.80%";"29";"209";"0";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"63.0";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"13.0";"14.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"2.0";"10.0";"12.0";"0.0";"2.0";"11.0";"8.0";"0.0";"3.0";"0.0";"3.0";"3.0";"5.0";"0.0";"4.0";"3.0";"7.0";"1.0";"6.0";"1.0";"7.0";"1.0";"0.0";"0.0";"2.0";"0.0";"4.0";"4.0";"3.0";"2.0";"4.0";"5.0";"0.0";"2.0";"4.0";"6.0";"2.0";"0.0";"2.0";"2.0";"4.0";"0.0";"0.0";"0.0";"2.0";"2.0";"4.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"6.0";"0.0";"15.0";"0.0";"7.0";"6.0";"4.0";"5.0";"4.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"4.0";"7.0";"2.0";"4.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"S. Gnanathiraviam";"Tirunelveli";"No";"63.93%";"25";"251";"0";"Tamil Nadu";"Dravida Munnetra Kazhagam";"Elected";"23-05-2019";"In Office";"First Term";"59.0";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"4.0";"11.0";"0.0";"6.0";"0.0";"1.0";"0.0";"0.0";"3.0";"1.0";"20.0";"12.0";"5.0";"3.0";"8.0";"0.0";"0.0";"5.0";"0.0";"4.0";"6.0";"8.0";"0.0";"6.0";"3.0";"3.0";"4.0";"6.0";"0.0";"3.0";"6.0";"0.0";"3.0";"6.0";"0.0";"5.0";"7.0";"7.0";"0.0";"6.0";"11.0";"0.0";"3.0";"1.0";"4.0";"7.0";"0.0";"4.0";"6.0";"1.0";"0.0";"0.0";"0.0";"6.0";"1.0";"3.0";"0.0";"4.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"6.0";"0.0";"14.0";"0.0";"4.0";"5.0";"1.0";"10.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"3.0";"9.0";"6.0";"1.0";"3.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"S. Jagathrakshakan";"Arakkonam";"No";"38.60%";"18";"272";"0";"Tamil Nadu";"Dravida Munnetra Kazhagam";"Elected";"23-05-2019";"In Office";"Fourth Term";"76.0";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1.0";"10.0";"1.0";"2.0";"0.0";"2.0";"0.0";"0.0";"1.0";"2.0";"7.0";"25.0";"2.0";"1.0";"7.0";"5.0";"0.0";"3.0";"0.0";"15.0";"5.0";"4.0";"0.0";"2.0";"6.0";"2.0";"6.0";"3.0";"0.0";"2.0";"1.0";"0.0";"3.0";"13.0";"0.0";"5.0";"8.0";"3.0";"0.0";"5.0";"6.0";"0.0";"3.0";"1.0";"0.0";"4.0";"0.0";"10.0";"2.0";"5.0";"0.0";"0.0";"0.0";"3.0";"2.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"5.0";"0.0";"26.0";"0.0";"4.0";"9.0";"5.0";"5.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"12.0";"26.0";"5.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"S. Jothimani";"Karur";"No";"75.07%";"42";"201";"2";"Tamil Nadu";"Indian National Congress";"Elected";"23-05-2019";"In Office";"First Term";"48.0";"Female";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"10.0";"9.0";"9.0";"10.0";"0.0";"1.0";"1.0";"0.0";"1.0";"2.0";"12.0";"20.0";"0.0";"3.0";"6.0";"3.0";"0.0";"7.0";"0.0";"3.0";"4.0";"4.0";"0.0";"7.0";"0.0";"4.0";"7.0";"2.0";"0.0";"3.0";"2.0";"0.0";"5.0";"6.0";"0.0";"1.0";"0.0";"5.0";"0.0";"10.0";"1.0";"0.0";"1.0";"7.0";"5.0";"6.0";"0.0";"1.0";"4.0";"1.0";"0.0";"0.0";"0.0";"0.0";"1.0";"2.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"4.0";"0.0";"10.0";"0.0";"3.0";"5.0";"6.0";"3.0";"5.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"7.0";"9.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0"
"S. Muniswamy";"Kolar";"No";"76.20%";"24";"252";"0";"Karnataka";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"48.0";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"3.0";"13.0";"2.0";"4.0";"0.0";"1.0";"0.0";"0.0";"1.0";"6.0";"9.0";"18.0";"2.0";"1.0";"11.0";"5.0";"0.0";"6.0";"0.0";"7.0";"3.0";"1.0";"0.0";"7.0";"19.0";"2.0";"7.0";"14.0";"2.0";"2.0";"1.0";"0.0";"1.0";"4.0";"0.0";"4.0";"0.0";"2.0";"7.0";"2.0";"5.0";"0.0";"9.0";"3.0";"1.0";"7.0";"0.0";"4.0";"8.0";"0.0";"0.0";"0.0";"1.0";"2.0";"4.0";"6.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"4.0";"0.0";"6.0";"0.0";"3.0";"7.0";"7.0";"0.0";"5.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"9.0";"8.0";"3.0";"4.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"S. Ramalingam";"Mayiladuthurai";"No";"72.07%";"16";"148";"0";"Tamil Nadu";"Dravida Munnetra Kazhagam";"Elected";"23-05-2019";"In Office";"First Term";"80.0";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"5.0";"9.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"6.0";"9.0";"1.0";"2.0";"14.0";"1.0";"0.0";"8.0";"0.0";"4.0";"2.0";"3.0";"0.0";"3.0";"7.0";"0.0";"1.0";"6.0";"0.0";"1.0";"0.0";"0.0";"5.0";"1.0";"0.0";"6.0";"1.0";"3.0";"0.0";"3.0";"1.0";"0.0";"4.0";"0.0";"1.0";"2.0";"0.0";"4.0";"2.0";"0.0";"0.0";"0.0";"0.0";"2.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"6.0";"0.0";"3.0";"0.0";"1.0";"8.0";"1.0";"2.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"3.0";"8.0";"4.0";"1.0";"2.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0"
"S. Venkatesan";"Madurai";"No";"77.60%";"33";"256";"0";"Tamil Nadu";"Communist Party of India (Marxist)";"Elected";"23-05-2019";"In Office";"First Term";"53.0";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"10.0";"7.0";"7.0";"2.0";"0.0";"2.0";"0.0";"0.0";"3.0";"2.0";"19.0";"17.0";"5.0";"0.0";"25.0";"8.0";"0.0";"5.0";"0.0";"9.0";"4.0";"4.0";"0.0";"3.0";"2.0";"2.0";"10.0";"6.0";"0.0";"4.0";"6.0";"0.0";"14.0";"2.0";"0.0";"7.0";"1.0";"1.0";"1.0";"17.0";"0.0";"0.0";"0.0";"7.0";"1.0";"3.0";"0.0";"5.0";"6.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"2.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"6.0";"0.0";"7.0";"0.0";"6.0";"1.0";"3.0";"4.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"6.0";"15.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0"
"Sadashiv Kisan Lokhande";"Shirdi";"No";"72.40%";"7";"181";"0";"Maharashtra";"Shiv Sena";"Elected";"23-05-2019";"In Office";"Second Term";"61.0";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1.0";"6.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"3.0";"8.0";"12.0";"0.0";"2.0";"10.0";"7.0";"0.0";"3.0";"0.0";"1.0";"2.0";"2.0";"0.0";"8.0";"1.0";"4.0";"1.0";"5.0";"0.0";"5.0";"1.0";"0.0";"8.0";"3.0";"0.0";"3.0";"2.0";"6.0";"0.0";"5.0";"1.0";"0.0";"6.0";"3.0";"4.0";"7.0";"0.0";"0.0";"1.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"3.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"9.0";"0.0";"12.0";"0.0";"11.0";"8.0";"0.0";"1.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"3.0";"0.0";"4.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Sadhvi Pragya Singh Thakur";"Bhopal";"No";"67.53%";"19";"36";"0";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"54.0";"Female";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"7.0";"5.0";"4.0";"2.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"1.0";"1.0";"0.0";"1.0";"0.0";"2.0";"0.0";"1.0";"0.0";"2.0";"0.0";"2.0";"0.0";"2.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"2.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"3.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"3.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Sajda Ahmed";"Uluberia";"No";"59.53%";"11";"184";"0";"West Bengal";"All India Trinamool Congress";"Elected";"23-05-2019";"In Office";"Second Term";"61.0";"Female";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"4.0";"7.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"2.0";"13.0";"23.0";"0.0";"2.0";"6.0";"2.0";"0.0";"8.0";"0.0";"8.0";"5.0";"8.0";"0.0";"2.0";"2.0";"2.0";"5.0";"4.0";"1.0";"1.0";"9.0";"0.0";"2.0";"3.0";"0.0";"6.0";"5.0";"5.0";"0.0";"3.0";"0.0";"0.0";"3.0";"0.0";"2.0";"3.0";"0.0";"3.0";"4.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"3.0";"0.0";"3.0";"0.0";"2.0";"3.0";"2.0";"3.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"6.0";"8.0";"0.0";"4.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Sambhajirao Mane Dhairyasheel";"Hatkanangle";"No";"76.40%";"30";"517";"3";"Maharashtra";"Shiv Sena";"Elected";"23-05-2019";"In Office";"First Term";"43.0";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"17.0";"5.0";"3.0";"3.0";"0.0";"0.0";"0.0";"0.0";"2.0";"3.0";"19.0";"35.0";"6.0";"5.0";"27.0";"4.0";"0.0";"10.0";"0.0";"20.0";"4.0";"9.0";"0.0";"10.0";"16.0";"6.0";"10.0";"17.0";"3.0";"11.0";"2.0";"0.0";"12.0";"16.0";"0.0";"7.0";"5.0";"8.0";"4.0";"7.0";"9.0";"1.0";"11.0";"10.0";"10.0";"10.0";"0.0";"9.0";"4.0";"3.0";"0.0";"0.0";"0.0";"7.0";"2.0";"3.0";"1.0";"5.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"9.0";"0.0";"29.0";"0.0";"16.0";"16.0";"14.0";"10.0";"9.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"18.0";"17.0";"3.0";"12.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0"
"Sandhya Ray";"Bhind";"No";"94.13%";"24";"139";"0";"Madhya Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"50.0";"Female";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"12.0";"3.0";"2.0";"7.0";"0.0";"0.0";"0.0";"0.0";"0.0";"2.0";"3.0";"4.0";"3.0";"1.0";"7.0";"3.0";"0.0";"2.0";"0.0";"3.0";"0.0";"3.0";"0.0";"4.0";"2.0";"1.0";"4.0";"5.0";"1.0";"1.0";"1.0";"0.0";"2.0";"5.0";"0.0";"0.0";"0.0";"2.0";"0.0";"6.0";"1.0";"0.0";"2.0";"3.0";"1.0";"0.0";"0.0";"3.0";"6.0";"1.0";"0.0";"0.0";"0.0";"0.0";"4.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"7.0";"0.0";"5.0";"0.0";"5.0";"7.0";"4.0";"3.0";"7.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"5.0";"5.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"2.0";"0.0";"0.0";"0.0"
"Sangam Lal Gupta";"Pratapgarh";"No";"89.27%";"52";"384";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"52.0";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"27.0";"10.0";"1.0";"8.0";"0.0";"3.0";"0.0";"0.0";"2.0";"4.0";"8.0";"23.0";"5.0";"7.0";"16.0";"2.0";"0.0";"6.0";"0.0";"5.0";"3.0";"6.0";"0.0";"12.0";"8.0";"3.0";"9.0";"9.0";"2.0";"8.0";"1.0";"0.0";"8.0";"7.0";"0.0";"3.0";"9.0";"4.0";"4.0";"11.0";"8.0";"0.0";"10.0";"8.0";"3.0";"17.0";"0.0";"5.0";"3.0";"7.0";"0.0";"0.0";"1.0";"2.0";"3.0";"4.0";"0.0";"2.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"16.0";"0.0";"17.0";"0.0";"10.0";"14.0";"6.0";"5.0";"8.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"6.0";"13.0";"18.0";"1.0";"13.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Sangeeta Azad";"Lalganj";"No";"87.67%";"67";"93";"0";"Uttar Pradesh";"Bahujan Samaj Party";"Elected";"23-05-2019";"In Office";"First Term";"42.0";"Female";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"25.0";"9.0";"15.0";"11.0";"0.0";"4.0";"0.0";"0.0";"2.0";"0.0";"1.0";"17.0";"2.0";"0.0";"5.0";"1.0";"0.0";"2.0";"0.0";"4.0";"0.0";"1.0";"0.0";"5.0";"2.0";"0.0";"2.0";"2.0";"0.0";"0.0";"0.0";"0.0";"4.0";"3.0";"0.0";"0.0";"0.0";"4.0";"0.0";"2.0";"3.0";"0.0";"0.0";"2.0";"0.0";"2.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"3.0";"0.0";"2.0";"0.0";"2.0";"3.0";"4.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"5.0";"1.0";"2.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0"
